Reviews,rating
"The earrings were a little longer than I expected, but it ended up working out. I get compliments every day and one girl from the market said that she never wears earrings but would totally wear these. What a compliment to this seller! Thanks for making such unique products!",1
"Wow! I'm super happy with my order. Swift delivery, adjusting my address was no problem at all, the earrings look lovely, and the handwritten message was perfect, since my purchase was a gift for my best friend. Highly recommend!",1
"Unfortunately the earrings didn't ""fit"" my earlobe (didn't sit flat) but the quality is great and overall they are beautiful minimal earrings.",1
"Beautiful!! The seller was very attentive and fast to respond. They went out of their way to accommodate my custom request. I wanted specific colors, and they created exactly what I wanted. I get so many compliments. I definitely recommend this seller. Customer service is excellent.",1
Gorgeous earrings with a custom arrangement of stones!,1
I love them so much so beautiful and was delivered very quickly would totally buy again,1
I love these.They fit great.,1
I love these! So cute! I never thought I'd buy these kind because I was afraid of how they would wear but they are very durable and easy to put on. Glad I got them now. Shipped fast and the seller is really nice to work with.,1
Love these crawlers!  I’ve been liking for a replacement pair for 3+years!!,1
Ear Climbers are beautiful and wonderfully crafted.,1
This is so pretty and very comfortable to wear.  I will be getting more!,1
Love these earrings.  Have now got 5!  thank you for quick delivery and I love the packaging.  Will be back looking for more soon!  C,1
Love them & easy to put in. I will be getting some more really soon for the second holes in my lobes!,1
"Really simple, beautifully made earrings. Very comfortable to wear. Great that they can be threaded through the ear from the front or the back to give two different looks. Thanks for the great customer service. Will be back to buy more soon",1
"Quick delivery, super-cute packaging and great earrings. Really happy and will definitely buy from SilvaNova again!",1
"I love these tiny earrings so much! Will probably wear them everyday, they are perfect.

Ordered as a birthday gift for myself. Shipping took nearly 4 weeks (which is longer than the seller predicted). If you are in US & ordering a gift for someone else, plan ahead. Shipping from Kazakhstan takes FOREVER, y'all.

At some point, I was worried it would not arrive & Zhanat calmed me, & got me all information to help find the package & then it arrived the next day.

I will definitely purchase again from this seller in the future. Would recommend to others as well.",1
This came out exactly the way I wanted it. It's really cute & she even custom made me s matching stud for the other ear. Would definitely purchase from her again.,1
LOVE the earrings! I have gotten lots of compliments!,1
"Great earrings for my daughter. Too small for me, the mom. Can't go with minimal crawler earrings. They have to be wider in order to cover the hole.",1
"So pretty, right down to the packaging. Fits well and I get so many compliments!",1
super fast shipping for a truly great item. thank you!,1
Plan on using these for my wedding in July! I have the look of them and was looking for something that would cover both my first and second holes. These are so sparkly so they are perfect!,1
They arrived 2 weeks after ordering & omg I am in love. They were a belated Mother’s Day present! I absolutely love them! I am probably about to order more!,1
Absolutely stunning climbers! I bought them for my sister for her birthday and they look even better in person than they do on the site. Great price and super fast shipping are an added bonus!,1
"Got these to replace a similar pair of ear climbers that broke, and I love this pair even more!",1
Love them! I bought these for my wedding day and they're perfect!,1
These leaf ear jackets add so much to different post earrings.  I love wearing them!,1
These are pretty and well made. Unfortunately my ears must be pierced too close to the edge as there is quite a gap between the laurel and my ear which loses some of the effect. There are even two holes on the backing to make it snugger and there is still a gap. I tried rotating the laurel to the side which snuggles it up to the side of my ear but I have to tighten it down so much to keep it in that rotate position that it pinches my ear. If I loosen it to be comfortable in the back it rotates back down and sits well separated from my lobe. I wanted to love these but I think I'll be on the lookout for a girlfriend with larger lobes to gift these beautiful earrings to.,1
These earrings are beautiful! Dainty but well-made. Excellent quality!!,1
"Pictures do not remotely capture the beauty of these gems!! This is my 2nd pair, the 1 set was beautiful I ordered up a size. Love Love Love them!!",1
These earrings really are beautiful! Very sparkly! ✨ Love them! I purchased two pairs of 5mm and one pair of 4mm. They look the same as my real diamond earrings.,1
I got the smallest size and it’s so beautiful and shiny and I love the back is screw on! Fast shipping and they gave me a coupon for buying. Thank you!,1
"Beautiful piece of jewelry! It has literally become my go-to earring. I infrequently take them off, except to shower )and I sometimes forget to do that, lol). Once a month I clean them in a mild solution of dawn and warm water and the stone is back shining brilliantly! Processing and shipping was fast. Will reorder from this shop!",1
"I got a lot of complements wearing these earring, their textures are so unique that it stands out, so well made, exceeded my expectations. This is a site to keep an out on for new products, love them!!",1
Really pretty! They look so classy.,1
The item came damaged and the seller replaced it immediately. Great service and love my earrings!,1
"Absolutely BEAUTIFUL earrings! I was looking for something unique, something not overwhelming, simple, goes with everything.... and these fit the bill. I also appreciated the backs that came with them. Those were unexpected. Great turnaround on the shipping, too!",1
"Very cute, love the way they look- modern but elegant.  Lovely presented packaging, fun to get in the mail, fast turnaround!",1
"Love these earrings! They are such a nice shape, and an easy everyday piece.",1
"Dainty, unique and lovely!  And I love how you color-coded the different boxes with the different ribbons so that I know what is in each box without me having to open them all, thank you!",1
"Beautifully crafted and packaged, as usual! I love how adding these ear jackets completely changes the look of any stud earrings you have. Such a smart idea, and so pretty! Highly recommended!",1
"Super cute earrings, lightning fast shipping. The packaging is one of the best I've seen from etsy shops. Highly recommended!",1
"Love these! They add a subtle something extra to any pair of studs, and they're well-made.",1
Super cute! Love them,1
"Really pleased with my ear climbers - they're beautiful, delicate and a bit different. Easy to put on and they stay in place and feel comfortable to wear. They're lovely quality and I really like that they're made from recycled sterling silver. They also arrived very quickly and were nicely presented. I would definitely buy from Monica again.",1
These kinky little beauties are really cute and fit very well in my ear. A definite hit for me. Thanks for such a lovely addition to my growing collection.,1
These are gorgeous and look fab in my ears. Arrived quickly. I would definitely purchase from this seller again.,1
"Love these earrings! They look exactly as they do in the photos-- very delicate, but also quite modern and different as opposed to just a plain stud. Shipped very quickly!",1
Absolutely gorgeous & exactly what asked for.  My order came super fast & was packaged beautifully. Earrings also have clip latch to comfortably hold onto ear without pulling on lobe. Would absolutely order again & refer a friend!,1
I loved wearing these incredible earrings. They were incredible quality and matched my dress perfectly. They were incredibly unique and I will be sure to purchase more earrings from this gorgeous shop! Amazing service and brilliant product!,1
Ilona went out of her way to make sure I got exactly what I needed on time for my wedding day.  Gorgeous earrings!  Incredible customer service.,1
They are absolutely beautiful and it will be a treasure for me to pass along! It’s the perfect old Hollywood look that I want!,1
Beautiful ear climber and perfect size. I wore this on my wedding day and absolutely love it ! Have had several friends comment on how unique it is and now they want one too. Would defiantly buy again! Very friendly seller and super quick postage. Thanks a Million !,1
These earrings are great!  Simple yet elegant and well made.  I am so happy with this purchase!,1
Love 'em!  They met my expectations and I'm so happy I bought them.,1
"A lovely product, high quality, and a clean and simple design. Great customer service too from Deborah!",1
in love with these 😍,1
"Fit great, love them, good quality. Took quite a while to be delivered, but well worth the wait. I will order again, her dragonflys fit perfect and were lovely on. I can't wait to order another pair, looking at the birds and the Daisy's. Would love to see ear climbing bats with a moon, I would wear them all the time, in silver. You are very talented.",1
Worth the wait!! These earrings are so beautiful. I've had these listed in my favorites for a long time. I'm glad I made the decision to purchase. Great quality! I would totally recommend these earrings and arajera's shop! Thank you so much!,1
I absolutely love my dragonfly ear rings. Such a simple and elegant design. So pretty!! Thanks Ara,1
"LOVE my silver earrings! They arrived on time and add a simple, yet elegant look to any outfit. I receive compliments every time I wear them! highly recommend!",1
"I love these rings!!!! I already have 2 and have bought additional 2 as gifts and they'be been a huge hit! I have sensitive skin but have had these on for over 2 weeks now with no issues or irritations. I sometimes forget i even have them on, until i get compliments on them!Thank you",1
The earrings arrived fast and they look great as described. I think my ear lobes are too small for this type of ear crawler cause they don't hold it and they slip off my ear. But when on the right place they look beautiful,1
Beautiful Jeweler and lovely spirit!!!,1
"I absolutely loved my Ankh necklace. Quality is beautiful: necklace is a little short but I didn't check the dimensions when I got it . I’m really happy , Love it 🙏🏻🙌",1
"Super cute and dainty! I’ve gotten several compliments on this necklace in the two days I’ve been wearing it. 
Owner is friendly and package arrived fast!",1
"I absolutely love this necklace! I searched all over etsy to find the right crescent moon necklace, and I'm glad I went with Danity and Simple! Tom has excellent customer service and goes above and beyond. Thank you, Tom!",1
This is such a beautiful piece. I love the feel and look! So light weight and I love that I get the chain size I need to be comfortable. I love the fact I was notified about the shipping so that I could expect this package!,1
Lovely! The earrings are comfortable and sleek. Packaging came with a polishing cloth and a bag for storage.,1
The ear climbers after so chic and comfortable! I've been wearing them non-stop since they arrived last week. Kamilah is also very kind to work with.,1
"Very pretty, lightweight earrings. Love the way they look!",1
"Excellent work, I keep coming back to this store again and again. I looove my earrings!",1
"Delivery took a little longer than I expected, but the seller was great and even offer to send another so I would get it on time. The earrings are small but lovely my 15 year old niece adores them and I have now ordered a 2nd pair for my sister. Great hypoallergenic too my niece can sleep in them without a reaction.",1
"Smaller than I thought, but that was ok. I really like these and am thinking of ordering another pair in a different colour!",1
"Nice earrings, as expected.  Nicely packaged, and I received them pretty fast.  They are very delicate- I bent them a little bit while I was cleaning them.  And  the backings are SO SMALL!!  They were really hard to get on the earring when they were in my ears.  I have never seen earring backings as tiny as these.  It's not a matter of the post being smaller than average, because I used earring backings from another pair, and they fit just fine.",1
"These are really cute!  The stars are cut cleanly and they look like they do in the photos.  They are comfortable to wear and easy to clean.  This is the second set of earrings I've purchased (the other is a different star crawler) and the quality is consistent from this seller.   They seem delicate, but they've held up quite nicely so far.",1
Love these earrings. I wanted something small and cute for a second hole piercing. These are perfect! They arrived quickly too!,1
Super cute!,1
Love these earrings! The design is simple/minimalist but really effective - much more interesting than the norm with the circular jacket behind the stud earring. Thank You!,1
"Love this piece! Definitely elevates my earring game for sure! Lightweight, I actually sleep in it now, because it’s one of my everyday pieces. It was uncomfortable to sleep in the first night but now I’m used to it. Haven’t had any reaction to it either!
Love this, highly recommend!",1
They are so nice to wear! You don’t even notice them! Wonderful!,1
"They are so cool! My second pair from OtisJackson and they are just lovely, the items and the shop!",1
"My granddaughter picked these out for herself, and she is very happy with them.    They are dainty, but different!   They arrived safely from England and a stop at customs, and were attractively packaged.",1
absolutelly amazing erings.. a bit too long for my ers thou,1
Beautiful and just what I needed!! Also the customer service was excellent! Thank you!,1
"Love them, but they were a little longer than I would have liked. Great looking & beautifully made!",1
"Very comfortable, would wear them again",1
"I love these earrings! Because of the climber design, I can wear them 24/7, even during sleep without getting poked. I also appreciate the mixed metals so I can pair with gold or silver.",1
These earrings are gorgeous! I've already gotten so many compliments on them.,1
"Beautiful earrings, excellent quality. Highly recommend.",1
"They look beautiful. Unfortunately they do not stay put  and don't look like climbers when u wear them. They don't look like climbers when you wear them. they edges fall down. The earring BROKE only my SECOND time wearing it. shame, they were very pretty",1
Perfect. As described. Thank you!,1
"For the second year in a row, I purchased earrings from OSingulierBoutique, the pieces inspired by the tiny Greek islands of Amorgos (last year's purchase) and Koufonissia , (this year's purchase) - both places which we visit on our trips back 'Home' to Greece. 

The pieces are made well, durable, look beautiful, and best of all: They truly do remind us of our favorite places.  

The deep turquoise blue and gold in the Amorgos piece clearly take inspiration of the island, it's so obvious I can envision it. 
The same for the bright blue/greens of the Koufonissia piece!  the color of the Aegean Sea hitting the beach, and the bright white golden color of the sand are spot on. 

If a Patmos inspired piece is made, we'll take it!",1
I love these earrings. They can be dressed up or dressed down with a pair of jeans. They are great. Shipping was held up because of holidays but I was compensated with a lovely gift. Thank you.,1
absolutely stunning!!,1
Just as pictured.  Delicate and beautiful.  Shipped expeditiously.,1
very pretty and dainty earrings,1
daughter loved them for her second hole,1
"Very elegant and timeless! 🕊 These beautiful olive branch earrings are one of my most favorite earrings now, they look and feel so regal! The ornate and classical foliage design reminds me of ancient laurel leaves. I prefer wearing them as pictured, although they are stunning as ear climbers. Many thanks, Joanna!",1
"I purchased the bright silver olive leaf ear climbers for my 12-year-old daughter and they are gorgeous. Very delicate and appropriate for a girl, and a nice alternative for someone who doesn't wear big dangly earrings. They are a little trickier to get in than posts but she was able to do it herself without too much trouble.",1
These climbers are perfect! I have been wearing them everyday since I received them and they look and feel amazing!,1
"So cute! I love the level of detail, they look great. Thanks so much!",1
"Like it, don't love it. The earring was shinier in the picture than in person, it ended up being pretty matte. It was also pretty wide where it rests in the earlobe, so unless you wear gauge earrings, it is a little uncomfortable for the first few days. The shape is good, follows the curvature of the ear pretty well. Nice packaging and shipped fairly quickly for an international item.",1
"These earrings are absolutely stunning! :)
They were a custom order and Anna immediately made them for me: I'm so so happy, I'm wearing them every day!
I adore threader earrings so much and the eye charm is simply lovely (so shiny!).
Can't wait to buy more from their shop! ♥",1
"These earrings are beautiful!! I hadn't originally realized that the seller was from Poland, and I'm in the United States so I was a little worried about shipping time, but it wasn't bad at all! Great earrings, let's me mix things up a bit, having only one piercing hole on each ear, a lot easier to put in than I had expected",1
"These earrings are AMAZING. I wear them everyday and don’t need to take them out to shower or sleep. I have then looped through both my love piercings and it looks adorable, I get so many compliments ☺️ best part is I’m not allergic to them and I have VERY sensitive ears!",1
"Absolutely gorgeous earrings and super fun to wear! Seller was super friendly and made my original character so tiny and perfect! The details are incredible and very light weight, yet also very durable! Also the perfect size for my ears as I don't like chunky, hefty earrings, so I'd say they're just right. I'd give more stars if I could and I'll definitely be back for more! :)",1
"Absolutely adorable. The backs aren’t quite the tightest grip, so they can be a bit loose, but it’s manageable once they’re actually in your ears. Love love love the design!",1
Love these! I sent her numerous photos of my Dalmatian and she did a wonderful job with my dogs most unique spots! These are smaller than I anticipated but that's not a bad thing. 10/10 would buy again. The order was completed very quickly and arrived with a bunch of awesome Australian stamps on the package.,1
Amazing service! So quick and efficient! The earrings were exactly how I wanted them. So in love! Can’t thank Jessica enough!,1
"These are so cool!  Thanks! 
The shipping time was ok for the distance,  the transaction was smooth and pleasant.",1
"Great earrings... arrived in great time considering they were coming from italy. 

People comment on them whenever i wear them.",1
Bought them for a friend and she loves them!,1
It was beautiful I loved it . I’ve gotten so many compliments too,1
"I LOVE THESE EARRINGS!!! They are super wearable/comfortable. I work in an office answering the phone much more then I should and these don’t hurt. I’ve had people ask me if these were designer, stating that they almost bought a pair just like these for a lot more money.... like add a zero.",1
"i love this earring! i have not taken it off since i got it, and i will be ordering an extra one or two so that if i misplace it, i will have a backup. very pleased and love the seller!",1
"Love these! I've gotten a lot of compliments on these beautiful, simple earrings",1
"i've bought multiple items from this shop over time and i love them all! will continue to be a repeat buyer. Great shipping, great quality, delicate yet durable. very happy to recommend.",1
love this necklace and chain. beautiful and well made,1
I'm in love with this ring and I'm extremely happy with this purchase. I always come to this shop for unusual designs and pretty stones and I've not been disappointed. Thank you!,1
"Gorgeous little dainty ring, exactly what I wanted. I'm a regular at this shop now, I've never been disappointed. Thank you!",1
"I loved all Laura's unique designs but I had to choose one so I bought these minimalist earrings for my girlfriend as a gift and she liked them very much. Besides, Laura was very kind following the order by msgs until received.",1
"these earrings are gorgeous, super comfortable and i have gotten a lot of compliments for them! Definitely would recommend purchasing!",1
"These earrings are incredibly beautiful! Even better than pictured, could not be happier.  Love how dainty the metal is and how much the gems sparkle.  Earrings shipped quickly and arrived without any damage.  Will surely be ordering from this seller again.",1
"This is my second purchase of these earrings. The first pair was for a friend's birthday, but I loved them so much I ordered a pair for myself. I love how they look on. Have gotten so many compliments on them.  Definitely  will order from this shop again. Fast shipping and cutely wrapped.",1
Love love love these earrings! They are the perfect little accent :),1
love them! I get a lot of compliments on them,1
"Literally have gotten five climber earrings from this shop in the past few weeks. I’m in complete love. Amazing quality and work, fast shipping too. Thank you so much!!!",1
"I bought these for 9 yr old daughter and she absolutely loves them! She loves how they look like she has a second piercing and how they twinkle on her ears. I’m a huge fan as well, absolutely adorable on her :) this is her first pair of ear climbers and now not her last. Well made and exactly as described.
Thank you!",1
Seller is super awesome and answered my questions really fast! These earrings  look great even with my slightly stretched ears. Love them!,1
The earring is beautiful and I’ll be ordering more from the artist.,1
"Great ! delighted! very beautiful creation! well received !
Super ! ravie ! très belle création ! bien reçue !",1
"already obsessed, so minimal and unique. arrived pretty quickly also! thank you so much, beautiful piece ♥️",1
They are beautiful !!!!,1
Delicate and Romantic style. Love it,1
"I love these earrings!  High quality, very unique.  I have received many compliments on them.",1
Beautiful earrings just as pictured. Love them!! Well made I am very happy with them!,1
Lovely earrings! Great buying experience...,1
Really great earrings -- would absolutely buy from Ascent again!,1
"Lovely and original earrings! This is my 4th purchase from this shop, and it's becoming one of my favourites from Etsy.",1
Very cute! Love the design and unique look of these!  Fast delivery too.  Thank you!,1
Lovely earrings! I got a million compliments on the first day I wore them.,1
We love her work. There is always new and creative pieces in her shop.,1
These earrings are even better in person!!!  They are adorable and unusual - I've worn them multiple times already and are one of my very favorites!,1
"These earrings are beautiful! They remind me of my trip to Poland, which makes me super happy. The shipping and packaging were superb. I will purchase again from this shop.",1
Just what I wanted.  Wearing vintage clothing to a party and needed these watermelon earrings to match 50's style swing dress with watermelon pattern I'm wearing.  Well made.  Seller sent promptly and with good communication.,1
"I love them.  So light, no tugging on my ears and they look fabulous!!  Thank you!!  :D",1
"My second purchase from Elisa! on the site there was not the size I wanted so I made a request to Elisa: service top and I am super happy with my purchases 
Elisa is really a trusted person and does everything to satisfy us. No surprise.The products are of quality and really correspond to the photos presented.My bangles are beautiful !",1
The package came in a great amount of time and my boyfriend loved the quality! I definitely recommend ♥️,1
So much prettier than the picture! the surface of the pop socket is slightly convexed which just gives it a nice smooth feeling to the touch,1
"Stunning earrings! Absolutely love them. Very thoughtful to include instructions on how to put them in, as that first time is a bit like a puzzle. Fast delivery to. Would definitely recommend.",1
Love these earrings! This is the second pair I've bought (I stupidly lost one of the first set) and Deborah was very helpful and lovely to talk to. Would 100% recommend the product and seller. x,1
Researched many options for earrings like these and very happy with my purchase. Very light and comfortable.,1
Love these earrings! So beautiful!,1
They are gorgeous.,1
"firstly...need to make everyone aware as to the simply amazing customer service this little store provides❣️
secondly..the tiny gold and crystal studs i ordered are not only oh so pretty and dainty...they arrived in what felt like a heartbeat✌🏻
they were the perfect little gift🙌🏻",1
"Amazing! I love it! I got the 40cm and wasn't expecting it to sit so high up on my neck (something to consider), I have grown to really love it & the seller offered to swap it straight away if I wasn't happy - she's so lovely!",1
They’re absolutely gorgeous and arrived very quickly. I’m happy with my purchase and would definitely buy from this seller again!,1
Just received this item today. Absolutely love love love these beautiful earrings. The packaging was quite lovely as well. Adorable pouch for the earrings and the screw on back of cuff is so comfortable. I am a new satisfied customer and will certainly be ordering again soon! I double the 5 star rating  and give a 10.,1
"I'm traveling at the moment, so can't provide a photo now. But I'll try to add it when I return home. But these ear cuff earrings looks just as they did in the photo on the site. And they look fabulous on! They are adjustable where they clip at the top of the ear, and once you find the correct amount of pressure for your ear, they are remarkably comfy to wear. 

The seller boxed them up beautifully. Clearly someone who cares about her business and her customers.",1
"These earrings are STUNNING! Gold posts for my very sensitive ears, and they are SO comfortable. Fast shipping, wonderful communication....these will be perfect for my wedding. So happy with my purchase!",1
"I ordered the emerald green crawlers earrings for my wedding day.  They are stunning!! The seller also enclosed a pair of emerald green studs per my request, I cant praise them enough.  Awesome shop!! I can’t wait to wear them in December.",1
The seller is very nice and the earrings are original! I was looking for unique earrings and I found them :),1
"LOVE these earrings! They are exactly as described and I couldn't be happier with them. My ears are pretty sensitive to the types of materials I can wear, and so far, my ears haven't reacted to the material. Very happy with these earrings!",1
"I LOVE THESE! They look elegant, simple, they are beautiful and made very well. They came as expected when I ordered them in a pretty box with instructions how to put them on. I recommend 10/10",1
these are so beautiful omg,1
Stunning earrings! Very elegant and easy to put on. Will definitely be buying from this shop again! Love!,1
Gorgeous and easy to use. Fast shipping very happy with my purchase ☺,1
"Love it!!! Fine lines, high quality design and execution. Was bit sceptical about positioning and sliding down my ear - but it stays where it’s supposed to be. Thank you very much!!!",1
I love these so much! They came in a good amount of time and are so cute! I will be buying more from here 😍,1
Beautifull material and design. Communication about shipping is good as well. Really happy with it and people around me think the same about it ;),1
Super easy to order with fast shipping and she wrote a lovely note on my behalf. Thanks so much!,1
My first climber earrings..... the pearls are dainty and look fine... am receiving compliments! Thankyou Charlie.,1
These ear climbers are really beautiful and they’re of good quality. Would deffo recommend this brand!,1
"Beautiful delicate climbers, light weight so don't feel like they will slip and exactly as described. Great communication too!",1
"Very elegant and pretty, can wear for work or date night.",1
"The ear climber turned out to be a little shorter and daintier than I thought it would be based on the photo, but it looks great! Perfect for dressing up an ear of steel barbells or studs.",1
Thanks a lot for this beautiful flower light garland - made with love and care. It came with two extra light bulbs - super - and it arrived very fast. I am so pleased - thank yoooouuu ✨🌟✨,1
"I am very happy! I bought these because they are climbers, and I wanted to use them to hide my second lobe piercing. (The second ones was- regrettably- not done professionally and ended up leaving lopsided scarring) they hide the scars very well. And on the plus side they are inexpensive and unique! The shipping took a bit longer then I was expecting but they were worth the wait!",1
I had a great experience with HarshandSweet.  The items I received were as expected and even better.  These ear climbers are absolutely adorable and the one thing I was most impressed with was that they stay in place so much better than others I've purchased.  I'm extremely happy with my purchase and highly recommend them.,1
"Love the design, lots of compliments when I wear them.  First class, friendly service.  Very talented maker.",1
"Absolutely love it! Its super unique and I only wore it out for about an hour and got loads of complements! It also feels super sturdy, but just bendable enough to adjust it to the ear if necessary. I got this and another pair with gold plating and it was only like a dollar more. The ship time to the US seems like forever if you're really excited for it like I was, but it was 100% worth it. Also, it took me a second to figure out how to put it in but once I got it on it didn't move or slide all day.  Im definitely ordering from this shop again whenever I'm looking for something unique. I wish I could give it 10 stars!",1
"They're cute! Bigger than you'd think, and took a long time to ship (ordered May 10, shipping process started May 24, and received June 7), but I dig 'em. I think it looks better with one molecule and one stud asymmetrical style, but I did get a dopamine and a serotonin if I want to really make some happiness ;)",1
I'm a return customer and have previously purchased two ear climbers. I was keen to get a a few more designs as I loved the cut of the April birthstone (even though my birthday isn't in April :P) and I wanted the Big Dipper and Dopamine as they were more simple yet still eye catching. They're all beautiful. The only thing is these feel much thinner than the previous ear climbers I own. It makes it easier to put on but doesn't feel as sturdy as my old ones. This time round shipping took a much longer time to arrive. I was having issues with the tracking ID as it didn't update and I had no idea where the item was. I had to call the post office and there had been no scans done on the couriers end. I only found out it was in the country when the post man attempted delivery. So after almost 6 weeks after being shipped I got them!,1
"Totally my favorite earrings. Such s great idea and they look just wonderful. Good quality and everyone always asks about them and compliments them. Finding this product has totally gotten me into looking and purchasing more science inspired jewelry, I love it!",1
Love these!! They’re so cute and I get compliments on them all the time ❤️,1
I love these earrings! They are so simple but elegant and good for everyday wear. They are very comfortable and I can sleep in them withoutbeing poked by a post. Very happy :),1
I loved it.Its perfect.,1
I love the earrings there so nice and comfortable they came a couple of days ago and I’ve already worn both pairs I bought,1
Absolutely LOVE this ear crawler!  It’s very delicate and pretty!,1
Love these ear climbers!,1
"Beautiful packaging, absolutely lovely quality. Enjoy it very much I've gotten so many compliments. Thank you!",1
looks great! I love these :),1
"I really love these earrings,they are just amazing!
I have had them coloured in a galaxy which are deep blue,purple,pink,with a hint of violet. My favourite range of colours.
Everyone has noticed them and thought how unusual and eye catching they are.
I've worn them in 4 different ways so far,I love clothes and accessories that you can change and manipulate to create a different look,like these ear climbers.
The packaging was beautifully presented,which showed how caring and creative this seller really is.
I have ordered another set of ear climbers which I'm looking forward to receiving soon😀
Thank you so much Panagiotis you are quite an artist😘 xxxxx",1
I just love these earrings.  Quality is extremely solid.  Easy to put on.  Everyone gives me compliments when I wear them.  I love the bright color.,1
These look good. They stay in place all day. Great earrings!,1
I love these earrings! Arrived quickly to the UK. A great size,1
Beautiful little set. Sized more for a child than for an adult but the quality is amazing. Shipping was over a month from Israel to US.,1
I was worried when I received it and saw how to wear the ear climber... but now I wear it all the time and absolutely love it.,1
"What can I say, other than how pleased I am? Ordering was easy, hassle-free, and the items arrived in perfect condition. I couldn't be more happy!",1
Beautiful piece! Excited to continue supporting this shop many many times in the future!,1
"I absolutely love this climber - it's such a cool, interesting design, and looks great on. Thanks!",1
"I already got so many compliments on these earrings, people have to look twice. Great shop, top quality!",1
Thank you i love it 😍,1
They are amazing!!! Comfortable and look fabulous!!!,1
"What a cool versatile piece of jewelry.  It can be worn in many different ways and has a very stylish look to them.   Bought them for my wife on Valentines day, she loved them.",1
OMG.  These are beautiful.  Description says wedding earrings but I'm wearing them everyday!   Looks classy with a dress or shorts and flipflops (I've done both).  Get them without delay.  You won't regret this purchase!,1
This ear cuff is beautiful! It takes a long time to ship to the US (arrived almost a month later than expected) but I found it was worth the wait :),1
"These are lovely, dainty, and unique  earrings.  Purchasers, please be aware when putting them on, they are immensely delicate.  When I opened the box upon its receipt the wire to one of the larger stars was bent.  I believe it happened during the shipping process because only one of the earrings was secure in the box; the one that was not secured was the bent one.  My son makes jewelry and fixed it right up, no problem.

These really are lovely; I recommend them to everyone.  I look forward to shopping here again.

Thank you!",1
Love them! So light and comfortable to wear! Exactly what I hoped for!,1
Daughter loves the cuffs!  I purchased both sides.  She wears them together sometimes and they look adorable!,1
"I ADORE these earrings. Wore them at RDC2, and lots of people saw them and loved them too <3",1
Gave this as a gift to my friend! She loved it; they're so cute! And good quality. The packaging they came in was super adorable. Thank you!,1
These are so comfy I don't even know I'm wearing them. Love them and they shipped quickly and were package very nicely. Thank you,1
Very unique and beautiful earrings.,1
"This is the second time, I ordered jewellery from Zozi, and I absolutely love it. Also, she is extremely helpful and friendly. Thanks again :)",1
Well - I've barely taken them off since I got them!  Love these so much.  Especially the versatility that you can mix it up and wear just the studs or combine the back and studs.  These are gorgeously made and fit my ears wonderfully.,1
The jewelry is beautiful and made my daughter very happy on her graduation day. We ordered last minute and the store owner was super responsive and we received everything very quickly.,1
"I have ruined my ears with gauges in the past, the holes are small but still too big for regular earrings these work so perfectly, they are so beautiful in person and well made!! So perfect for my wedding day. Came very quickly, my only criticism is the packaging. Could be more nicely packaged it up. But the earrings themselves were not damaged or anything at all.",1
I love the earrings! They are beautiful! Now I‘m hooked and need to buy more :),1
"I’m so pleased with these earrings they are beautiful! I ordered 2 pairs for my bridesmaids and was a bit wary of ordering from overseas but I’m so glad I did. Great communication from the seller, nicely packaged and shipped very quickly.",1
These earrings are so pretty and sparkly! Love them! Shipping was also very fast. Thanks!,1
"Gifted these to my sister and we, both, love them! Arrived in a perfect little gift box w/protective bag included for storing, plus extra earring backs. The ""hugs&kisses"" are such a cute idea! Thanks so much!!!",1
"Wow, I have always had positive experiences on etsy but this had been the best yet. Macalania was so quick to ship my order out, and the earrings I recieved are exactly what I hoped for! I didn't expect the additional backs, but really appreciate them. I'm always losing earring backs. Thank you so much, I'll definitely be a return customer😁",1
"Amazing quality, beautiful packaging. Very fast shipping. Thank you for the extra backs too! I have them to my Mom for her birthday and she was over the moon for them!",1
Beautiful. Seems to be pretty well made. I didn't realize the earrings were actually 3 separate pieces but nonetheless GREAT. They come with different types of backs so you can use the ones that feel the most secure.,1
"These are simply beautiful!  They are simple but have quite a bit of detail.  I love them!  It took me a little bit of time to figure out how to insert them and sometimes they dont stay up running alongside my earlobe (they go into drop earring position) but they look beautiful nonetheless. When I ordered them, Joanna contacted me immediately to confirm that she got my order and approximate time to make them.  I got them sooner than I expected which was great and they were beautifully packaged with care and love!  Will definitely buy from Joanna again. Thank you!",1
I love love love these earrings! I wish they were a little cheaper for a pair lol but I couldn't resist! They're just as beautiful in person! Also they shipped super fast and there was a cute thank you note written. 😊,1
"Absolutely beautiful workmanship.  The sweep effect of the ear pin really flatters the natural curve of the ear and you can see the effort put into the detail of each and every leaf.  Once the earring is in, the back of the pin can be pinched closer to the ear so it stays in place (through jumping, shaking your head, and dancing) all the while being comfortable to wear.  Thank you so much Joanna!  I couldn't be happier!",1
I am extremely pleased with my purchase! It is apparent that a lot of care and artistry has been put into the making of this delightful earring.  It is very detailed (even prettier than in the picture) and so lightweight I sometimes forget that I have it on. The seller is extremely helpful and kind and responds very fast. I will definitely buy again from this store! Thanks a lot!,1
"OMG love love love these! They look amazing! I have tiny, baby ears but luckily these are adjustable!",1
Love these earrings! I wore them to a grad party recently and I got tons of compliments on them! Very happy thx!,1
"the earrings are beautifully made, was shipped quickly, and they felt very comfortable on the ears. I thought they looked heavy but they are actually very lightweight. I got many compliments when I wore them.",1
"These are so pretty! Dainty but made well , so cute on, got compliments right away. Fast ship, well wrapped to protect, very delighted!😊",1
